order_date,order_year,order_month,order_hour,time_of_day,date_id
2019-02-19,2019,2,17,Afternoon,1817
2019-02-08,2019,2,14,Afternoon,1818
2019-02-03,2019,2,20,Evening,1819
2019-02-25,2019,2,15,Afternoon,1820
2019-02-07,2019,2,19,Evening,1821
2019-02-09,2019,2,13,Afternoon,1822
2019-02-25,2019,2,21,Evening,1823
2019-02-12,2019,2,9,Morning,1824
2019-02-13,2019,2,17,Afternoon,1825
2019-02-07,2019,2,18,Evening,1826
2019-02-09,2019,2,19,Evening,1827
2019-02-12,2019,2,17,Afternoon,1828
2019-02-24,2019,2,23,Evening,1829
2019-02-22,2019,2,12,Afternoon,1830
2019-02-27,2019,2,21,Evening,1831
2019-02-23,2019,2,11,Morning,1832
2019-02-26,2019,2,9,Morning,1833
2019-02-07,2019,2,22,Evening,1834
2019-02-03,2019,2,16,Afternoon,1835
2019-02-04,2019,2,15,Afternoon,1836
2019-02-20,2019,2,1,Night,1837
2019-02-21,2019,2,12,Afternoon,1838
2019-02-08,2019,2,15,Afternoon,1839
2019-02-18,2019,2,23,Evening,1840
2019-02-03,2019,2,6,Morning,1841
2019-02-20,2019,2,13,Afternoon,1842
2019-02-02,2019,2,15,Afternoon,1843
2019-02-02,2019,2,14,Afternoon,1844
2019-02-02,2019,2,22,Evening,1845
2019-02-17,2019,2,11,Morning,1846
2019-02-10,2019,2,19,Evening,1847
2019-02-24,2019,2,1,Night,1848
2019-02-03,2019,2,13,Afternoon,1849
2019-02-07,2019,2,21,Evening,1850
2019-02-23,2019,2,12,Afternoon,1851
2019-02-13,2019,2,6,Morning,1852
2019-02-17,2019,2,15,Afternoon,1853
2019-02-24,2019,2,7,Morning,1854
2019-02-22,2019,2,13,Afternoon,1855
2019-02-03,2019,2,9,Morning,1856
2019-02-01,2019,2,16,Afternoon,1857
2019-02-15,2019,2,14,Afternoon,1858
2019-02-12,2019,2,8,Morning,1859
2019-02-25,2019,2,14,Afternoon,1860
2019-02-06,2019,2,18,Evening,1861
2019-02-04,2019,2,9,Morning,1862
2019-02-25,2019,2,7,Morning,1863
2019-02-22,2019,2,18,Evening,1864
2019-02-10,2019,2,21,Evening,1865
2019-02-04,2019,2,18,Evening,1866
2019-02-09,2019,2,0,Night,1867
2019-02-10,2019,2,10,Morning,1868
2019-02-02,2019,2,21,Evening,1869
2019-02-27,2019,2,4,Night,1870
2019-02-27,2019,2,1,Night,1871
2019-02-15,2019,2,8,Morning,1872
2019-02-20,2019,2,15,Afternoon,1873
2019-02-25,2019,2,18,Evening,1874
2019-02-05,2019,2,0,Night,1875
2019-02-05,2019,2,19,Evening,1876
2019-02-27,2019,2,11,Morning,1877
2019-02-26,2019,2,22,Evening,1878
2019-02-01,2019,2,8,Morning,1879
2019-02-01,2019,2,22,Evening,1880
2019-02-06,2019,2,20,Evening,1881
2019-02-09,2019,2,16,Afternoon,1882
2019-02-23,2019,2,23,Evening,1883
2019-02-21,2019,2,8,Morning,1884
2019-02-20,2019,2,14,Afternoon,1885
2019-02-01,2019,2,21,Evening,1886
2019-02-23,2019,2,16,Afternoon,1887
2019-02-23,2019,2,8,Morning,1888
2019-02-04,2019,2,21,Evening,1889
2019-02-02,2019,2,23,Evening,1890
2019-02-18,2019,2,8,Morning,1891
2019-02-04,2019,2,8,Morning,1892
2019-02-06,2019,2,13,Afternoon,1893
2019-02-16,2019,2,10,Morning,1894
2019-02-19,2019,2,15,Afternoon,1895
2019-02-26,2019,2,13,Afternoon,1896
2019-02-25,2019,2,8,Morning,1897
2019-02-13,2019,2,12,Afternoon,1898
2019-02-12,2019,2,23,Evening,1899
2019-02-24,2019,2,22,Evening,1900
2019-02-06,2019,2,0,Night,1901
2019-02-21,2019,2,21,Evening,1902
2019-02-13,2019,2,14,Afternoon,1903
2019-02-12,2019,2,2,Night,1904
2019-02-03,2019,2,14,Afternoon,1905
2019-02-22,2019,2,22,Evening,1906
2019-02-23,2019,2,17,Afternoon,1907
2019-02-11,2019,2,23,Evening,1908
2019-02-01,2019,2,18,Evening,1909
2019-02-14,2019,2,22,Evening,1910
2019-02-15,2019,2,17,Afternoon,1911
2019-02-27,2019,2,17,Afternoon,1912
2019-02-13,2019,2,13,Afternoon,1913
2019-02-03,2019,2,7,Morning,1914
2019-02-06,2019,2,8,Morning,1915
2019-02-09,2019,2,21,Evening,1916
2019-02-23,2019,2,21,Evening,1917
2019-02-25,2019,2,10,Morning,1918
2019-02-07,2019,2,6,Morning,1919
2019-02-26,2019,2,21,Evening,1920
2019-02-05,2019,2,3,Night,1921
2019-02-11,2019,2,20,Evening,1922
2019-02-20,2019,2,9,Morning,1923
2019-02-22,2019,2,0,Night,1924
2019-02-27,2019,2,10,Morning,1925
2019-02-19,2019,2,13,Afternoon,1926
2019-02-24,2019,2,0,Night,1927
2019-02-11,2019,2,15,Afternoon,1928
2019-02-17,2019,2,1,Night,1929
2019-02-21,2019,2,3,Night,1930
2019-02-10,2019,2,15,Afternoon,1931
2019-02-04,2019,2,14,Afternoon,1932
2019-02-02,2019,2,20,Evening,1933
2019-02-09,2019,2,12,Afternoon,1934
2019-02-24,2019,2,20,Evening,1935
2019-02-08,2019,2,1,Night,1936
2019-02-08,2019,2,17,Afternoon,1937
2019-02-13,2019,2,8,Morning,1938
2019-02-15,2019,2,1,Night,1939
2019-02-19,2019,2,22,Evening,1940
2019-02-14,2019,2,1,Night,1941
2019-02-09,2019,2,1,Night,1942
2019-02-23,2019,2,0,Night,1943
2019-02-27,2019,2,0,Night,1944
2019-02-05,2019,2,8,Morning,1945
2019-02-13,2019,2,10,Morning,1946
2019-02-20,2019,2,7,Morning,1947
2019-02-28,2019,2,21,Evening,1948
2019-02-23,2019,2,2,Night,1949
2019-02-04,2019,2,5,Night,1950
2019-02-06,2019,2,23,Evening,1951
2019-02-28,2019,2,1,Night,1952
2019-02-22,2019,2,15,Afternoon,1953
2019-02-04,2019,2,7,Morning,1954
2019-02-16,2019,2,7,Morning,1955
2019-02-21,2019,2,22,Evening,1956
2019-02-06,2019,2,4,Night,1957
2019-02-07,2019,2,0,Night,1958
2019-02-28,2019,2,9,Morning,1959
2019-02-15,2019,2,13,Afternoon,1960
2019-02-09,2019,2,6,Morning,1961
2019-02-03,2019,2,10,Morning,1962
2019-02-27,2019,2,5,Night,1963
2019-02-27,2019,2,2,Night,1964
2019-02-16,2019,2,8,Morning,1965
2019-02-03,2019,2,23,Evening,1966
2019-02-22,2019,2,20,Evening,1967
2019-02-07,2019,2,1,Night,1968
2019-02-16,2019,2,22,Evening,1969
2019-02-13,2019,2,21,Evening,1970
2019-02-20,2019,2,18,Evening,1971
2019-02-10,2019,2,6,Morning,1972
2019-02-23,2019,2,15,Afternoon,1973
2019-02-06,2019,2,3,Night,1974
2019-02-19,2019,2,6,Morning,1975
2019-02-10,2019,2,23,Evening,1976
2019-02-14,2019,2,2,Night,1977
2019-02-28,2019,2,14,Afternoon,1978
2019-02-14,2019,2,10,Morning,1979
2019-02-09,2019,2,18,Evening,1980
2019-02-24,2019,2,8,Morning,1981
2019-02-05,2019,2,15,Afternoon,1982
2019-02-22,2019,2,2,Night,1983
2019-02-25,2019,2,22,Evening,1984
2019-03-01,2019,3,5,Night,1985
2019-02-18,2019,2,3,Night,1986
2019-02-08,2019,2,16,Afternoon,1987
2019-02-13,2019,2,23,Evening,1988
2019-02-04,2019,2,2,Night,1989
2019-02-07,2019,2,8,Morning,1990
2019-02-28,2019,2,23,Evening,1991
2019-02-10,2019,2,2,Night,1992
2019-02-21,2019,2,7,Morning,1993
2019-02-06,2019,2,11,Morning,1994
2019-02-10,2019,2,18,Evening,1995
2019-02-03,2019,2,17,Afternoon,1996
2019-02-04,2019,2,19,Evening,1997
2019-02-17,2019,2,2,Night,1998
2019-02-24,2019,2,13,Afternoon,1999
2019-02-25,2019,2,6,Morning,2000
2019-02-25,2019,2,23,Evening,2001
2019-02-04,2019,2,6,Morning,2002
2019-02-10,2019,2,0,Night,2003
2019-02-22,2019,2,11,Morning,2004
2019-02-12,2019,2,7,Morning,2005
2019-02-07,2019,2,7,Morning,2006
2019-02-23,2019,2,1,Night,2007
2019-02-20,2019,2,6,Morning,2008
2019-02-06,2019,2,1,Night,2009
2019-02-06,2019,2,6,Morning,2010
2019-02-10,2019,2,1,Night,2011
2019-02-11,2019,2,1,Night,2012
2019-02-26,2019,2,2,Night,2013
2019-02-08,2019,2,4,Night,2014
2019-02-16,2019,2,2,Night,2015
2019-02-12,2019,2,14,Afternoon,2016
2019-02-11,2019,2,7,Morning,2017
2019-02-16,2019,2,1,Night,2018
2019-02-15,2019,2,6,Morning,2019
2019-02-22,2019,2,8,Morning,2020
2019-02-17,2019,2,9,Morning,2021
2019-02-14,2019,2,5,Night,2022
2019-02-02,2019,2,12,Afternoon,2023
2019-02-11,2019,2,6,Morning,2024
2019-02-08,2019,2,23,Evening,2025
2019-02-01,2019,2,7,Morning,2026
2019-02-04,2019,2,0,Night,2027
2019-02-22,2019,2,23,Evening,2028
2019-02-27,2019,2,22,Evening,2029
2019-02-06,2019,2,9,Morning,2030
2019-02-19,2019,2,5,Night,2031
2019-02-15,2019,2,15,Afternoon,2032
2019-02-21,2019,2,6,Morning,2033
2019-02-21,2019,2,23,Evening,2034
2019-02-15,2019,2,4,Night,2035
2019-02-13,2019,2,0,Night,2036
2019-02-28,2019,2,8,Morning,2037
2019-02-27,2019,2,6,Morning,2038
2019-02-28,2019,2,0,Night,2039
2019-02-18,2019,2,7,Morning,2040
2019-02-26,2019,2,8,Morning,2041
2019-02-23,2019,2,6,Morning,2042
2019-02-02,2019,2,2,Night,2043
2019-02-19,2019,2,1,Night,2044
2019-02-24,2019,2,6,Morning,2045
2019-02-14,2019,2,8,Morning,2046
2019-02-24,2019,2,3,Night,2047
2019-02-16,2019,2,5,Night,2048
2019-02-13,2019,2,3,Night,2049
2019-02-08,2019,2,5,Night,2050
2019-02-24,2019,2,2,Night,2051
2019-02-22,2019,2,6,Morning,2052
2019-02-11,2019,2,3,Night,2053
2019-02-05,2019,2,1,Night,2054
2019-02-15,2019,2,3,Night,2055
2019-02-23,2019,2,4,Night,2056
2019-02-17,2019,2,3,Night,2057
2019-02-20,2019,2,17,Afternoon,2058
2019-02-05,2019,2,5,Night,2059
2019-02-10,2019,2,5,Night,2060
2019-02-11,2019,2,5,Night,2061
2019-02-06,2019,2,5,Night,2062
2019-02-28,2019,2,3,Night,2063
2019-02-09,2019,2,2,Night,2064
2019-02-25,2019,2,2,Night,2065
2019-02-01,2019,2,6,Morning,2066
2019-02-17,2019,2,6,Morning,2067
2019-02-20,2019,2,8,Morning,2068
2019-02-13,2019,2,2,Night,2069
2019-02-23,2019,2,5,Night,2070
2019-02-16,2019,2,4,Night,2071
2019-02-07,2019,2,2,Night,2072
2019-02-05,2019,2,4,Night,2073
2019-02-15,2019,2,7,Morning,2074
2019-02-02,2019,2,5,Night,2075
2019-02-22,2019,2,1,Night,2076
2019-02-18,2019,2,6,Morning,2077
2019-02-07,2019,2,5,Night,2078
2019-02-19,2019,2,3,Night,2079
2019-02-13,2019,2,5,Night,2080
2019-02-28,2019,2,2,Night,2081
2019-02-02,2019,2,0,Night,2082
2019-02-28,2019,2,5,Night,2083
2019-02-17,2019,2,4,Night,2084
2019-02-22,2019,2,4,Night,2085
2019-02-12,2019,2,4,Night,2086
2019-02-08,2019,2,6,Morning,2087
2019-02-21,2019,2,5,Night,2088
2019-02-23,2019,2,3,Night,2089
2019-02-28,2019,2,7,Morning,2090
2019-02-28,2019,2,4,Night,2091
2019-02-08,2019,2,7,Morning,2092
2019-02-05,2019,2,6,Morning,2093
2019-02-09,2019,2,5,Night,2094
2019-02-17,2019,2,0,Night,2095
2019-02-20,2019,2,4,Night,2096
2019-02-15,2019,2,2,Night,2097
2019-02-04,2019,2,1,Night,2098
2019-02-03,2019,2,1,Night,2099
2019-02-02,2019,2,4,Night,2100
2019-02-10,2019,2,4,Night,2101
2019-02-20,2019,2,5,Night,2102
2019-02-18,2019,2,4,Night,2103
2019-02-23,2019,2,7,Morning,2104
2019-02-08,2019,2,3,Night,2105
2019-02-19,2019,2,0,Night,2106
2019-02-24,2019,2,5,Night,2107
2019-02-09,2019,2,4,Night,2108
2019-02-01,2019,2,5,Night,2109
2019-02-02,2019,2,6,Morning,2110
2019-02-21,2019,2,4,Night,2111
2019-02-12,2019,2,5,Night,2112
2019-02-19,2019,2,4,Night,2113
2019-02-27,2019,2,3,Night,2114
2019-02-14,2019,2,7,Morning,2115
2019-02-16,2019,2,3,Night,2116
2019-02-01,2019,2,4,Night,2117
2019-02-26,2019,2,5,Night,2118
2019-02-25,2019,2,4,Night,2119
2019-02-04,2019,2,3,Night,2120
2019-02-05,2019,2,2,Night,2121
2019-02-18,2019,2,5,Night,2122
2019-02-11,2019,2,4,Night,2123
2019-02-03,2019,2,3,Night,2124
2019-03-01,2019,3,0,Night,2125
2019-02-04,2019,2,4,Night,2126
2019-02-01,2019,2,1,Night,2127
2019-02-15,2019,2,5,Night,2128
2019-02-21,2019,2,1,Night,2129
2019-02-06,2019,2,2,Night,2130
2019-02-21,2019,2,2,Night,2131
2019-03-28,2019,3,20,Evening,2132
2019-03-17,2019,3,5,Night,2133
2019-03-10,2019,3,0,Night,2134
2019-03-20,2019,3,21,Evening,2135
2019-03-15,2019,3,23,Evening,2136
2019-03-01,2019,3,21,Evening,2137
2019-03-02,2019,3,8,Morning,2138
2019-03-19,2019,3,21,Evening,2139
2019-03-02,2019,3,13,Afternoon,2140
2019-03-18,2019,3,11,Morning,2141
2019-03-05,2019,3,12,Afternoon,2142
2019-03-26,2019,3,18,Evening,2143
2019-03-30,2019,3,12,Afternoon,2144
2019-03-17,2019,3,22,Evening,2145
2019-03-11,2019,3,20,Evening,2146
2019-03-17,2019,3,9,Morning,2147
2019-03-07,2019,3,20,Evening,2148
2019-03-22,2019,3,22,Evening,2149
2019-03-16,2019,3,20,Evening,2150
2019-03-20,2019,3,15,Afternoon,2151
2019-03-26,2019,3,12,Afternoon,2152
2019-03-09,2019,3,16,Afternoon,2153
2019-03-28,2019,3,17,Afternoon,2154
2019-03-31,2019,3,10,Morning,2155
2019-03-19,2019,3,11,Morning,2156
2019-03-26,2019,3,20,Evening,2157
2019-03-08,2019,3,13,Afternoon,2158
2019-03-09,2019,3,19,Evening,2159
2019-03-23,2019,3,2,Night,2160
2019-03-18,2019,3,20,Evening,2161
2019-03-29,2019,3,12,Afternoon,2162
2019-03-25,2019,3,9,Morning,2163
2019-03-14,2019,3,1,Night,2164
2019-03-09,2019,3,22,Evening,2165
2019-03-29,2019,3,10,Morning,2166
2019-03-22,2019,3,10,Morning,2167
2019-03-26,2019,3,13,Afternoon,2168
2019-03-20,2019,3,20,Evening,2169
2019-03-08,2019,3,18,Evening,2170
2019-03-31,2019,3,19,Evening,2171
2019-03-25,2019,3,13,Afternoon,2172
2019-03-26,2019,3,17,Afternoon,2173
2019-03-12,2019,3,9,Morning,2174
2019-03-11,2019,3,9,Morning,2175
2019-03-10,2019,3,18,Evening,2176
2019-03-20,2019,3,0,Night,2177
2019-03-29,2019,3,9,Morning,2178
2019-03-17,2019,3,10,Morning,2179
2019-03-30,2019,3,18,Evening,2180
2019-03-30,2019,3,2,Night,2181
2019-03-03,2019,3,5,Night,2182
2019-03-10,2019,3,16,Afternoon,2183
2019-03-01,2019,3,22,Evening,2184
2019-03-24,2019,3,3,Night,2185
2019-03-02,2019,3,11,Morning,2186
2019-03-05,2019,3,9,Morning,2187
2019-03-13,2019,3,13,Afternoon,2188
2019-03-07,2019,3,23,Evening,2189
2019-03-24,2019,3,12,Afternoon,2190
2019-03-15,2019,3,16,Afternoon,2191
2019-03-15,2019,3,18,Evening,2192
2019-03-30,2019,3,20,Evening,2193
2019-03-02,2019,3,12,Afternoon,2194
2019-03-23,2019,3,20,Evening,2195
2019-03-04,2019,3,9,Morning,2196
2019-03-22,2019,3,11,Morning,2197
2019-03-02,2019,3,16,Afternoon,2198
2019-03-24,2019,3,21,Evening,2199
2019-03-24,2019,3,9,Morning,2200
2019-03-09,2019,3,14,Afternoon,2201
2019-03-27,2019,3,19,Evening,2202
2019-03-27,2019,3,12,Afternoon,2203
2019-03-24,2019,3,19,Evening,2204
2019-03-18,2019,3,9,Morning,2205
2019-03-18,2019,3,13,Afternoon,2206
2019-03-02,2019,3,15,Afternoon,2207
2019-03-07,2019,3,12,Afternoon,2208
2019-03-12,2019,3,13,Afternoon,2209
2019-03-18,2019,3,8,Morning,2210
2019-03-21,2019,3,3,Night,2211
2019-03-29,2019,3,13,Afternoon,2212
2019-03-04,2019,3,0,Night,2213
2019-03-28,2019,3,13,Afternoon,2214
2019-03-07,2019,3,15,Afternoon,2215
2019-03-03,2019,3,0,Night,2216
2019-03-30,2019,3,10,Morning,2217
2019-03-05,2019,3,15,Afternoon,2218
2019-03-09,2019,3,8,Morning,2219
2019-03-29,2019,3,15,Afternoon,2220
2019-03-26,2019,3,11,Morning,2221
2019-03-25,2019,3,11,Morning,2222
2019-03-15,2019,3,9,Morning,2223
2019-03-08,2019,3,16,Afternoon,2224
2019-03-15,2019,3,21,Evening,2225
2019-03-27,2019,3,13,Afternoon,2226
2019-03-21,2019,3,14,Afternoon,2227
2019-03-26,2019,3,8,Morning,2228
2019-03-09,2019,3,11,Morning,2229
2019-03-11,2019,3,14,Afternoon,2230
2019-03-10,2019,3,22,Evening,2231
2019-03-06,2019,3,13,Afternoon,2232
2019-03-20,2019,3,13,Afternoon,2233
2019-03-06,2019,3,10,Morning,2234
2019-03-13,2019,3,18,Evening,2235
2019-03-27,2019,3,9,Morning,2236
2019-03-17,2019,3,19,Evening,2237
2019-03-23,2019,3,22,Evening,2238
2019-03-11,2019,3,16,Afternoon,2239
2019-03-08,2019,3,12,Afternoon,2240
2019-03-10,2019,3,23,Evening,2241
2019-03-15,2019,3,6,Morning,2242
2019-03-10,2019,3,9,Morning,2243
2019-03-17,2019,3,20,Evening,2244
2019-03-28,2019,3,11,Morning,2245
2019-03-14,2019,3,16,Afternoon,2246
2019-03-19,2019,3,10,Morning,2247
2019-03-21,2019,3,12,Afternoon,2248
2019-03-06,2019,3,23,Evening,2249
2019-03-08,2019,3,19,Evening,2250
2019-03-01,2019,3,12,Afternoon,2251
2019-03-09,2019,3,13,Afternoon,2252
2019-03-24,2019,3,13,Afternoon,2253
2019-03-11,2019,3,22,Evening,2254
2019-03-05,2019,3,10,Morning,2255
2019-03-17,2019,3,23,Evening,2256
2019-03-05,2019,3,0,Night,2257
2019-03-28,2019,3,22,Evening,2258
2019-03-25,2019,3,20,Evening,2259
2019-03-08,2019,3,8,Morning,2260
2019-03-28,2019,3,16,Afternoon,2261
2019-03-27,2019,3,18,Evening,2262
2019-03-20,2019,3,17,Afternoon,2263
2019-03-30,2019,3,13,Afternoon,2264
2019-03-12,2019,3,19,Evening,2265
2019-03-30,2019,3,19,Evening,2266
2019-03-05,2019,3,8,Morning,2267
2019-03-25,2019,3,7,Morning,2268
2019-03-01,2019,3,16,Afternoon,2269
2019-03-12,2019,3,12,Afternoon,2270
2019-03-06,2019,3,21,Evening,2271
2019-03-20,2019,3,10,Morning,2272
2019-03-11,2019,3,13,Afternoon,2273
2019-03-16,2019,3,11,Morning,2274
2019-03-16,2019,3,12,Afternoon,2275
2019-03-03,2019,3,18,Evening,2276
2019-03-07,2019,3,14,Afternoon,2277
2019-03-05,2019,3,18,Evening,2278
2019-03-22,2019,3,19,Evening,2279
2019-03-11,2019,3,18,Evening,2280
2019-03-25,2019,3,12,Afternoon,2281
2019-03-17,2019,3,14,Afternoon,2282
2019-03-03,2019,3,13,Afternoon,2283
2019-03-19,2019,3,13,Afternoon,2284
2019-03-23,2019,3,16,Afternoon,2285
2019-03-03,2019,3,7,Morning,2286
2019-03-05,2019,3,14,Afternoon,2287
2019-03-16,2019,3,10,Morning,2288
2019-03-02,2019,3,20,Evening,2289
2019-03-23,2019,3,14,Afternoon,2290
2019-03-04,2019,3,20,Evening,2291
2019-03-05,2019,3,20,Evening,2292
2019-03-06,2019,3,18,Evening,2293
2019-03-14,2019,3,10,Morning,2294
2019-03-21,2019,3,21,Evening,2295
2019-03-01,2019,3,15,Afternoon,2296
2019-03-16,2019,3,19,Evening,2297
2019-03-03,2019,3,17,Afternoon,2298
2019-03-15,2019,3,14,Afternoon,2299
2019-03-28,2019,3,23,Evening,2300
2019-03-21,2019,3,10,Morning,2301
2019-03-02,2019,3,19,Evening,2302
2019-03-18,2019,3,1,Night,2303
2019-03-19,2019,3,17,Afternoon,2304
2019-03-15,2019,3,5,Night,2305
2019-03-31,2019,3,12,Afternoon,2306
2019-03-21,2019,3,9,Morning,2307
2019-03-16,2019,3,7,Morning,2308
2019-03-11,2019,3,12,Afternoon,2309
2019-03-20,2019,3,11,Morning,2310
2019-03-07,2019,3,16,Afternoon,2311
2019-03-05,2019,3,19,Evening,2312
2019-03-31,2019,3,21,Evening,2313
2019-03-06,2019,3,17,Afternoon,2314
2019-03-09,2019,3,21,Evening,2315
2019-03-14,2019,3,6,Morning,2316
2019-03-24,2019,3,10,Morning,2317
2019-03-23,2019,3,7,Morning,2318
2019-03-30,2019,3,17,Afternoon,2319
2019-03-25,2019,3,21,Evening,2320
2019-03-14,2019,3,9,Morning,2321
2019-03-30,2019,3,16,Afternoon,2322
2019-03-04,2019,3,19,Evening,2323
2019-03-09,2019,3,12,Afternoon,2324
2019-03-29,2019,3,19,Evening,2325
2019-03-28,2019,3,18,Evening,2326
2019-03-14,2019,3,17,Afternoon,2327
2019-03-10,2019,3,19,Evening,2328
2019-03-30,2019,3,0,Night,2329
2019-03-30,2019,3,11,Morning,2330
2019-03-14,2019,3,20,Evening,2331
2019-03-15,2019,3,19,Evening,2332
2019-03-23,2019,3,23,Evening,2333
2019-03-17,2019,3,18,Evening,2334
2019-03-22,2019,3,15,Afternoon,2335
2019-03-09,2019,3,5,Night,2336
2019-03-07,2019,3,22,Evening,2337
2019-03-09,2019,3,10,Morning,2338
2019-03-06,2019,3,11,Morning,2339
2019-03-15,2019,3,11,Morning,2340
2019-03-20,2019,3,19,Evening,2341
2019-03-24,2019,3,6,Morning,2342
2019-03-08,2019,3,22,Evening,2343
2019-03-05,2019,3,22,Evening,2344
2019-03-12,2019,3,8,Morning,2345
2019-03-13,2019,3,8,Morning,2346
2019-03-26,2019,3,14,Afternoon,2347
2019-03-03,2019,3,1,Night,2348
2019-03-07,2019,3,11,Morning,2349
2019-03-26,2019,3,10,Morning,2350
2019-03-16,2019,3,9,Morning,2351
2019-03-20,2019,3,18,Evening,2352
2019-03-07,2019,3,9,Morning,2353
2019-03-12,2019,3,20,Evening,2354
2019-03-11,2019,3,6,Morning,2355
2019-03-26,2019,3,22,Evening,2356
2019-03-05,2019,3,11,Morning,2357
2019-03-10,2019,3,15,Afternoon,2358
2019-03-03,2019,3,2,Night,2359
2019-03-13,2019,3,21,Evening,2360
2019-03-01,2019,3,9,Morning,2361
2019-03-18,2019,3,4,Night,2362
2019-03-13,2019,3,20,Evening,2363
2019-03-08,2019,3,6,Morning,2364
2019-03-04,2019,3,17,Afternoon,2365
2019-03-10,2019,3,11,Morning,2366
2019-03-18,2019,3,19,Evening,2367
2019-03-12,2019,3,17,Afternoon,2368
2019-03-03,2019,3,10,Morning,2369
2019-03-12,2019,3,14,Afternoon,2370
2019-03-23,2019,3,10,Morning,2371
2019-03-06,2019,3,20,Evening,2372
2019-03-20,2019,3,22,Evening,2373
2019-03-29,2019,3,6,Morning,2374
2019-03-12,2019,3,11,Morning,2375
2019-03-25,2019,3,10,Morning,2376
2019-03-22,2019,3,8,Morning,2377
2019-03-12,2019,3,21,Evening,2378
2019-03-13,2019,3,5,Night,2379
2019-03-24,2019,3,11,Morning,2380
2019-03-04,2019,3,12,Afternoon,2381
2019-03-26,2019,3,23,Evening,2382
2019-03-09,2019,3,1,Night,2383
2019-03-31,2019,3,13,Afternoon,2384
2019-03-25,2019,3,6,Morning,2385
2019-03-03,2019,3,15,Afternoon,2386
2019-03-20,2019,3,14,Afternoon,2387
2019-03-31,2019,3,11,Morning,2388
2019-03-10,2019,3,13,Afternoon,2389
2019-03-22,2019,3,0,Night,2390
2019-03-22,2019,3,16,Afternoon,2391
2019-03-13,2019,3,19,Evening,2392
2019-03-26,2019,3,19,Evening,2393
2019-03-28,2019,3,21,Evening,2394
2019-03-24,2019,3,22,Evening,2395
2019-03-04,2019,3,18,Evening,2396
2019-04-01,2019,4,1,Night,2397
2019-03-23,2019,3,18,Evening,2398
2019-03-10,2019,3,21,Evening,2399
2019-03-04,2019,3,22,Evening,2400
2019-03-17,2019,3,12,Afternoon,2401
2019-03-01,2019,3,19,Evening,2402
2019-03-22,2019,3,9,Morning,2403
2019-03-02,2019,3,18,Evening,2404
2019-03-08,2019,3,20,Evening,2405
2019-03-11,2019,3,19,Evening,2406
2019-03-09,2019,3,17,Afternoon,2407
2019-03-18,2019,3,14,Afternoon,2408
2019-03-02,2019,3,21,Evening,2409
2019-03-20,2019,3,8,Morning,2410
2019-03-20,2019,3,6,Morning,2411
2019-03-31,2019,3,18,Evening,2412
2019-03-13,2019,3,11,Morning,2413
2019-03-23,2019,3,0,Night,2414
2019-03-17,2019,3,6,Morning,2415
2019-03-24,2019,3,17,Afternoon,2416
2019-03-25,2019,3,18,Evening,2417
2019-03-07,2019,3,8,Morning,2418
2019-03-30,2019,3,9,Morning,2419
2019-03-16,2019,3,13,Afternoon,2420
2019-03-03,2019,3,21,Evening,2421
2019-03-08,2019,3,21,Evening,2422
2019-03-01,2019,3,14,Afternoon,2423
2019-03-21,2019,3,20,Evening,2424
2019-03-30,2019,3,23,Evening,2425
2019-03-27,2019,3,17,Afternoon,2426
2019-03-15,2019,3,17,Afternoon,2427
2019-03-05,2019,3,17,Afternoon,2428
2019-03-24,2019,3,23,Evening,2429
2019-03-20,2019,3,9,Morning,2430
2019-03-18,2019,3,12,Afternoon,2431
2019-03-30,2019,3,8,Morning,2432
2019-03-01,2019,3,18,Evening,2433
2019-03-04,2019,3,11,Morning,2434
2019-03-21,2019,3,18,Evening,2435
2019-03-19,2019,3,22,Evening,2436
2019-03-31,2019,3,14,Afternoon,2437
2019-03-26,2019,3,0,Night,2438
2019-03-27,2019,3,11,Morning,2439
2019-03-27,2019,3,20,Evening,2440
2019-03-29,2019,3,22,Evening,2441
2019-03-25,2019,3,22,Evening,2442
2019-03-16,2019,3,15,Afternoon,2443
2019-03-06,2019,3,12,Afternoon,2444
2019-03-15,2019,3,10,Morning,2445
2019-03-13,2019,3,14,Afternoon,2446
2019-03-04,2019,3,23,Evening,2447
2019-03-27,2019,3,10,Morning,2448
2019-03-06,2019,3,19,Evening,2449
2019-03-24,2019,3,7,Morning,2450
2019-03-24,2019,3,15,Afternoon,2451
2019-03-28,2019,3,10,Morning,2452
2019-03-17,2019,3,16,Afternoon,2453
2019-03-04,2019,3,13,Afternoon,2454
2019-03-12,2019,3,10,Morning,2455
2019-03-02,2019,3,7,Morning,2456
2019-03-29,2019,3,4,Night,2457
2019-03-02,2019,3,14,Afternoon,2458
2019-03-19,2019,3,9,Morning,2459
2019-03-27,2019,3,8,Morning,2460
2019-03-23,2019,3,17,Afternoon,2461
2019-03-12,2019,3,16,Afternoon,2462
2019-03-04,2019,3,8,Morning,2463
2019-03-05,2019,3,23,Evening,2464
2019-03-23,2019,3,12,Afternoon,2465
2019-03-21,2019,3,8,Morning,2466
2019-03-17,2019,3,15,Afternoon,2467
2019-03-23,2019,3,13,Afternoon,2468
2019-03-30,2019,3,1,Night,2469
2019-03-12,2019,3,0,Night,2470
2019-03-23,2019,3,21,Evening,2471
2019-03-22,2019,3,23,Evening,2472
2019-03-13,2019,3,10,Morning,2473
